Sample,Block,Time,Chamber,Fragmentation,position,Date,Total Dry wt,CB Dry wt,thread wt,Thread shoot,Sample Dry wt,Count #,# lg squares,Calothrix-V,Calothrix-H,Nostoc-V,Nostoc-H,Stigonema-V,Stigonema-H,single-cells (spp.),Other,Notes,Counter,Total.cells,Total.h
11A-4.0,1,1,A,4,0,2009-09-28,399.2,26.2,,,399.2,1,9,0,0,0,0,9,1,0,0,,MM,10,1
11A-4.0,1,1,A,4,0,2009-09-28,399.2,26.2,,,399.2,2,100,0,0,0,0,22,2,0,0,all off-grid,MM,24,2
11A-3.W,1,1,A,3,W,2009-09-28,281.8,29.4,,,281.8,1,100,0,0,15,4,24,4,1,0,all off-grid,MM,48,8
11A-3.W,1,1,A,3,W,2009-09-28,281.8,29.4,,,281.8,2,100,0,0,0,0,26,2,0,0,off-grid / spaghetti,MM,28,2
11A-4.N,1,1,A,4,N,2009-09-28,450.1,32.8,,,450.1,1,9,0,0,0,0,0,0,0,0,,MM,0,0
11A-4.N,1,1,A,4,N,2009-09-28,450.1,32.8,,,450.1,2,9,0,0,0,0,0,0,0,0,,MM,0,0
11A-3.0,1,1,A,3,0,2009-09-28,488.8,52.6,,,488.8,1,9,0,0,0,0,8,1,1,1,,MM,11,1
11A-3.0,1,1,A,3,0,2009-09-28,488.8,52.6,,,488.8,2,100,0,0,0,0,12,1,0,0,all off-grid,MM,13,1
11A-3.N,1,1,A,3,N,2009-09-28,468.7,52.0,,,468.7,1,9,0,0,4,1,67,5,2,4,,MM,83,6
11A-3.N,1,1,A,3,N,2009-09-28,468.7,52.0,,,468.7,2,9,0,0,14,1,10,2,0,2,,MM,29,3
11A-2.1,1,1,A,2,1,2009-09-28,392.6,46.7,,,392.6,1,9,0,0,2,1,2,0,1,0,,MM,6,1
11A-2.1,1,1,A,2,1,2009-09-28,392.6,46.7,,,392.6,2,9,0,0,0,0,7,0,7,3,,MM,17,0
11A-2.S,1,1,A,2,S,2009-09-28,440.5,51.5,,,440.5,1,9,0,0,0,0,5,0,0,0,,MM,5,0
11A-2.S,1,1,A,2,S,2009-09-28,440.5,51.5,,,440.5,2,9,0,0,0,0,6,1,2,1,,MM,10,1
11A-2.0,1,1,A,2,0,2009-09-28,404.4,47.6,,,404.4,1,9,0,0,0,0,0,0,2,0,,MM,2,0
11A-2.0,1,1,A,2,0,2009-09-28,404.4,47.6,,,404.4,2,100,0,0,0,0,0,0,1,0,,MM,1,0
11A-4.1,1,1,A,4,1,2009-09-28,223.8,35.9,,,223.8,1,9,0,0,4,1,10,0,4,1,,MM,20,1
11A-4.1,1,1,A,4,1,2009-09-28,223.8,35.9,,,223.8,2,9,0,0,17,2,2,1,1,0,,MM,23,3
11A-1.1,1,1,A,1,1,2009-09-28,387.5,49.7,,,387.5,1,9,0,0,4,1,180,16,1,0,many young stigonema,MM,202,17
11A-1.1,1,1,A,1,1,2009-09-28,387.5,49.7,,,387.5,2,9,0,0,4,2,95,9,0,2,young trichome + pic' (?).  Re-named W->E,MM,112,11
11A-4.E,1,1,A,4,E,2009-09-28,256.2,34.8,,,256.2,1,9,0,0,5,0,9,0,1,0,single/double cells.  Re-named W->E,MM,15,0
11A-4.E,1,1,A,4,E,2009-09-28,256.2,34.8,,,256.2,2,9,0,0,5,1,0,0,1,0,,MM,7,1
11A-3.1,1,1,A,3,1,2009-09-28,369.6,59.4,,,369.6,1,9,0,0,0,0,54,5,2,1,,MM,62,5
11A-3.1,1,1,A,3,1,2009-09-28,369.6,59.4,,,369.6,2,9,0,0,0,0,44,3,0,2,,MM,49,3
21B-3.0,2,1,B,3,0,2009-09-28,398.5,51.0,,,398.5,1,9,0,0,0,0,10,2,0,0,,MM,12,2
21B-3.0,2,1,B,3,0,2009-09-28,398.5,51.0,,,398.5,2,9,0,0,0,0,16,5,0,0,,MM,21,5
21B-3.S,2,1,B,3,S,2009-09-28,963.5,38.9,,,963.5,1,9,0,0,0,0,8,1,1,0,,MM,10,1
21B-3.S,2,1,B,3,S,2009-09-28,963.5,38.9,,,963.5,2,9,0,0,0,0,15,2,1,0,,MM,18,2
21C-2.0,2,1,C,2,0,2009-09-28,702.0,47.0,,,702.0,1,9,0,0,0,0,14,0,3,0,,MM,17,0
21C-2.0,2,1,C,2,0,2009-09-28,702.0,47.0,,,702.0,2,9,0,0,0,0,15,0,1,0,,MM,16,0
21A-3.1,2,1,A,3,1,2009-09-28,701.5,62.2,,,701.5,1,9,0,0,0,0,0,0,0,3,,MM,3,0
21A-3.1,2,1,A,3,1,2009-09-28,701.5,62.2,,,701.5,2,9,0,0,0,0,3,0,1,0,,MM,4,0
21A-4.0,2,1,A,4,0,2009-09-28,645.2,45.6,,,645.2,1,9,0,0,0,0,0,0,1,0,,MM,1,0
21A-4.0,2,1,A,4,0,2009-09-28,645.2,45.6,,,645.2,2,9,0,0,0,0,0,0,0,0,,MM,0,0
11A-1.0,1,1,A,1,0,2009-09-28,260.4,30.1,,,260.4,1,9,0,0,0,0,1,0,1,1,,MM,3,0
11A-1.0,1,1,A,1,0,2009-09-28,260.4,30.1,,,260.4,2,9,0,0,0,0,37,2,0,0,a bundle had 31N,MM,39,2
21C-3.0,2,1,C,3,0,2009-09-28,1171.8,69.2,,,1171.8,1,9,0,0,0,0,0,0,2,0,very dirty/debris,MM,2,0
21C-3.0,2,1,C,3,0,2009-09-28,1171.8,69.2,,,1171.8,2,9,0,0,0,0,0,0,0,0,very dirty/debris,MM,0,0
21C-1.N,2,1,C,1,N,2009-09-28,696.0,67.6,,,696.0,1,9,0,0,0,0,5,0,0,0,young / rockq[?],MM,5,0
21C-1.N,2,1,C,1,N,2009-09-28,696.0,67.6,,,696.0,2,9,0,0,0,0,12,0,3,1,young/hetercosysts,MM,16,0
21A-1.1,2,1,A,1,1,2009-09-28,572.6,85.1,,,572.6,1,9,0,0,0,0,4,2,0,0,,MM,6,2
21A-1.1,2,1,A,1,1,2009-09-28,572.6,85.1,,,572.6,2,9,0,0,0,0,11,1,0,0,,MM,12,1
21C-4.S,2,1,C,4,S,2009-09-28,640.8,56.6,,,640.8,1,9,0,0,0,0,5,1,2,0,Re-named ID N->S,MM,8,1
21C-4.S,2,1,C,4,S,2009-09-28,640.8,56.6,,,640.8,2,9,0,0,0,0,3,1,2,0,light glow no curve.  Re-named ID N->S,MM,6,1
11C-3.N,1,1,C,3,N,2009-09-28,516.9,63.6,,,516.9,1,9,0,0,10,2,272,33,4,0,,MM,321,35
11C-3.N,1,1,C,3,N,2009-09-28,516.9,63.6,,,516.9,2,9,0,0,9,0,162,12,0,0,,MM,183,12
11C-1.1,1,1,C,1,1,2009-09-28,703.7,52.0,,,703.7,1,9,0,0,0,0,40,7,0,0,,MM,47,7
11C-1.1,1,1,C,1,1,2009-09-28,703.7,52.0,,,703.7,2,9,0,0,0,0,154,4,0,0,,MM,158,4
11C-4.1,1,1,C,4,1,2009-09-28,823.6,60.2,,,823.6,1,100,0,0,0,0,14,1,0,0,lump of 100+ stigonema?,MM,15,1
11C-4.1,1,1,C,4,1,2009-09-28,823.6,60.2,,,823.6,2,9,0,0,0,0,8,2,0,0,,MM,10,2
11C-3.E,1,1,C,3,E,2009-09-28,463.6,48.9,,,463.6,1,100,0,0,0,0,0,0,0,0,,MM,0,0
11C-3.E,1,1,C,3,E,2009-09-28,463.6,48.9,,,463.6,2,100,0,0,0,0,0,0,0,0,,MM,0,0
11C-1.N,1,1,C,1,N,2009-09-28,544.7,50.6,,,544.7,1,100,0,0,0,0,0,0,0,0,1.2 ml aliquot / H20,MM,0,0
11C-1.N,1,1,C,1,N,2009-09-28,544.7,50.6,,,544.7,2,100,0,0,0,0,0,0,0,0,,MM,0,0
21A-4.1,2,1,A,4,1,2009-09-28,786.7,93.7,,,786.7,1,9,0,0,0,0,4,0,0,0,1.2 ml water added,MM,4,0
21A-4.1,2,1,A,4,1,2009-09-28,786.7,93.7,,,786.7,2,9,0,0,0,0,3,0,0,0,,MM,3,0
11C-4.0,1,1,C,4,0,2009-09-28,637.0,81.7,,,637.0,1,9,0,0,4,0,9,2,0,0,,MM,15,2
11C-4.0,1,1,C,4,0,2009-09-28,637.0,81.7,,,637.0,2,9,0,0,0,0,7,3,0,0,,MM,10,3
11C-3.1,1,1,C,3,1,2009-09-28,494.8,43.8,,,494.8,1,9,0,0,5,1,71,6,0,0,,MM,83,7
11C-3.1,1,1,C,3,1,2009-09-28,494.8,43.8,,,494.8,2,9,0,0,0,0,8,1,2,0,,MM,11,1
31A-4.1,3,1,A,4,1,2009-09-28,570.3,47.7,,,570.3,1,9,0,0,0,0,4,1,1,0,,MM,6,1
31A-4.1,3,1,A,4,1,2009-09-28,570.3,47.7,,,570.3,2,9,0,0,0,0,16,3,0,0,,MM,19,3
21C-4.1,2,1,C,4,1,2009-09-28,484.3,61.8,,,484.3,1,9,0,0,0,0,12,0,0,0,,MM,12,0
21C-4.1,2,1,C,4,1,2009-09-28,484.3,61.8,,,484.3,2,9,0,0,0,0,0,0,0,0,,MM,0,0
11A-1.E,1,1,A,1,E,2009-11-13,443.3,40.8,,,443.3,1,9,0,0,87,1,156,2,0,0,many faint,JAW,246,3
11A-1.E,1,1,A,1,E,2009-11-13,443.3,40.8,,,443.3,2,9,0,0,46,0,291,3,0,0,lot of faint stig. (more!),JAW,340,3
11C-1.0,1,1,C,1,0,2009-11-13,680.1,44.8,,,680.1,1,9,0,0,0,0,0,0,0,0,glowing moss,JAW,0,0
11C-1.0,1,1,C,1,0,2009-11-13,680.1,44.8,,,680.1,2,9,0,0,0,0,0,0,0,0,glowing moss,JAW,0,0
11C-2.0,1,1,C,2,0,2009-11-19,608.2,50.8,,,608.2,1,9,0,0,0,0,2,0,1,0,,JAW,3,0
11C-2.0,1,1,C,2,0,2009-11-19,608.2,50.8,,,608.2,2,100,0,0,8,2,17,1,1,0,,JAW,29,3
11C-2.1,1,1,C,2,1,2009-11-19,882.3,62.6,,,882.3,1,9,0,0,8,0,31,1,2,0,,JAW,42,1
11C-2.1,1,1,C,2,1,2009-11-19,882.3,62.6,,,882.3,2,9,0,0,0,0,61,5,0,0,,JAW,66,5
11C-3.0,1,1,C,3,0,2009-11-19,737.9,65.5,,,737.9,1,9,0,0,19,1,0,0,0,0,unusually globular & pale,JAW,20,1
11C-3.0,1,1,C,3,0,2009-11-19,737.9,65.5,,,737.9,2,9,0,0,35,1,0,0,0,0,bright green moss,JAW,36,1
21A-1.0,2,1,A,1,0,2009-11-19,286.3,37.5,,,286.3,1,9,0,0,0,0,0,0,1,0,,MM,1,0
21A-1.0,2,1,A,1,0,2009-11-19,286.3,37.5,,,286.3,2,9,0,0,0,0,0,0,0,0,very messy with leaves,MM,0,0
21A-2.0,2,1,A,2,0,2009-11-19,790.0,32.7,,,790.0,1,9,0,0,0,0,0,0,2,0,,MM,2,0
21A-2.0,2,1,A,2,0,2009-11-19,790.0,32.7,,,790.0,2,9,0,0,0,0,7,0,0,0,,MM,7,0
21A-2.1,2,1,A,2,1,2009-11-19,707.5,36.6,,,707.5,1,100,0,0,0,0,14,1,0,0,,MM,15,1
21A-2.1,2,1,A,2,1,2009-11-19,707.5,36.6,,,707.5,2,100,0,0,4,0,3,0,0,0,,MM,7,0
21A-3.0,2,1,A,3,0,2009-11-19,771.2,67.4,,,771.2,1,100,0,0,55,1,21,3,0,0,,MM,80,4
21A-3.0,2,1,A,3,0,2009-11-19,771.2,67.4,,,771.2,2,9,0,0,8,1,16,1,0,0,,MM,26,2
21C-1.0,2,1,C,1,0,2009-11-19,713.0,22.7,,,713.0,1,100,0,0,0,0,0,0,0,0,many parasites [?],MM,0,0
21C-1.0,2,1,C,1,0,2009-11-19,713.0,22.7,,,713.0,2,100,0,0,0,0,0,0,0,0,,MM,0,0
21C-1.1,2,1,C,1,1,2009-11-19,712.9,24.5,,,712.9,1,100,0,0,0,0,0,0,0,0,,MM,0,0
21C-1.1,2,1,C,1,1,2009-11-19,712.9,24.5,,,712.9,2,100,0,0,0,0,0,0,0,0,,MM,0,0
21C-2.1,2,1,C,2,1,2009-11-19,490.3,40.1,,,490.3,1,9,0,0,0,0,24,0,0,0,young,MM,24,0
21C-2.1,2,1,C,2,1,2009-11-19,490.3,40.1,,,490.3,2,100,0,0,0,0,10,0,0,0,young,MM,10,0
21C-3.1,2,1,C,3,1,2009-11-19,595.5,52.4,,,595.5,1,9,0,0,0,0,3,0,0,0,,MM,3,0
21C-3.1,2,1,C,3,1,2009-11-19,595.5,52.4,,,595.5,2,100,0,0,0,0,7,0,0,0,,MM,7,0
21C-4.0,2,1,C,4,0,2009-11-19,601.8,54.2,,,601.8,1,9,0,0,0,0,2,0,0,0,young,MM,2,0
21C-4.0,2,1,C,4,0,2009-11-19,601.8,54.2,,,601.8,2,9,0,0,0,0,9,0,0,0,young,MM,9,0
31A-1.0,3,1,A,1,0,2009-11-21,507.9,38.8,,,507.9,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
31A-1.0,3,1,A,1,0,2009-11-21,507.9,38.8,,,507.9,2,9,0,0,1,0,0,0,0,0,faint (?),JAW,1,0
31A-1.1,3,1,A,1,1,2009-11-21,537.2,44.0,,,537.2,1,100,0,0,20,2,22,0,0,0,faint - too old?,JAW,44,2
31A-1.1,3,1,A,1,1,2009-11-21,537.2,44.0,,,537.2,2,9,0,0,0,0,15,1,0,0,faint - too old?,JAW,16,1
31A-2.0,3,1,A,2,0,2009-11-21,618.6,53.5,,,618.6,1,9,0,0,0,0,130,16,0,0,"brighter, faint extras (not counted)",JAW,146,16
31A-2.0,3,1,A,2,0,2009-11-21,618.6,53.5,,,618.6,2,9,0,0,0,0,232,31,0,0,glowing moss,JAW,263,31
31A-2.1,3,1,A,2,1,2009-11-21,463.1,55.9,,,463.1,1,100,0,0,0,0,82,3,0,0,big stigonema off-grid,JAW,85,3
31A-2.1,3,1,A,2,1,2009-11-21,463.1,55.9,,,463.1,2,100,0,0,0,0,8,0,1,0,mostly non-fluorescing (mostly dead),JAW,9,0
31A-3.0,3,1,A,3,0,2009-11-21,512.9,60.1,,,512.9,1,9,0,0,0,0,137,15,0,0,,JAW,152,15
31A-3.0,3,1,A,3,0,2009-11-21,512.9,60.1,,,512.9,2,9,0,0,0,0,16,1,0,0,,JAW,17,1
31A-3.1,3,1,A,3,1,2009-11-21,741.5,81.0,,,741.5,1,9,0,0,0,0,32,5,0,0,many faint stigonema cells,JAW,37,5
31A-3.1,3,1,A,3,1,2009-11-21,741.5,81.0,,,741.5,2,9,0,0,0,0,23,2,0,0,messy colonies?,JAW,25,2
31A-4.0,3,1,A,4,0,2009-11-21,571.4,32.5,,,571.4,1,100,0,0,0,0,4,2,0,0,,JAW,6,2
31A-4.0,3,1,A,4,0,2009-11-21,571.4,32.5,,,571.4,2,100,0,0,0,0,36,8,2,0,,JAW,46,8
31C-1.0,3,1,C,1,0,2009-11-21,852.5,33.7,,,852.5,1,9,0,0,0,0,42,2,0,0,,JAW,44,2
31C-1.0,3,1,C,1,0,2009-11-21,852.5,33.7,,,852.5,2,9,0,0,0,0,24,2,0,0,,JAW,26,2
31C-1.1,3,1,C,1,1,2009-11-21,638.2,41.9,,,638.2,1,9,0,0,0,0,7,2,0,0,,JAW,9,2
31C-1.1,3,1,C,1,1,2009-11-21,638.2,41.9,,,638.2,2,9,0,0,0,0,5,0,0,0,non-fluorescing stigonema colony,JAW,5,0
31C-2.0,3,1,C,2,0,2009-11-21,356.4,44.3,,,356.4,1,100,0,0,0,0,104,14,0,0,most off-grid,JAW,118,14
31C-2.0,3,1,C,2,0,2009-11-21,356.4,44.3,,,356.4,2,100,0,0,0,0,11,2,0,0,,JAW,13,2
31C-2.1,3,1,C,2,1,2009-11-21,424.0,32.0,,,424.0,1,9,0,0,0,0,41,5,0,0,,JAW,46,5
31C-2.1,3,1,C,2,1,2009-11-21,424.0,32.0,,,424.0,2,9,0,0,0,0,61,2,0,0,a few singletons,JAW,63,2
31C-3.0,3,1,C,3,0,2009-11-21,397.2,47.5,,,397.2,1,9,0,0,0,0,10,6,0,0,,JAW,16,6
31C-3.0,3,1,C,3,0,2009-11-21,397.2,47.5,,,397.2,2,9,0,0,0,0,56,2,0,0,,JAW,58,2
31C-3.1,3,1,C,3,1,2009-11-22,561.6,38.1,,,561.6,1,9,0,0,0,0,53,4,0,0,,JAW,57,4
31C-3.1,3,1,C,3,1,2009-11-22,561.6,38.1,,,561.6,2,9,0,0,0,0,20,2,0,0,,JAW,22,2
31C-4.0,3,1,C,4,0,2009-11-22,484.0,36.8,,,484.0,1,9,0,0,0,0,39,0,0,0,faint blobs of old colonies,JAW,39,0
31C-4.0,3,1,C,4,0,2009-11-22,484.0,36.8,,,484.0,2,9,0,0,0,0,52,2,0,0,,JAW,54,2
31C-4.1,3,1,C,4,1,2009-11-22,347.1,45.8,,,347.1,1,9,0,0,0,0,17,1,0,0,faint,JAW,18,1
31C-4.1,3,1,C,4,1,2009-11-22,347.1,45.8,,,347.1,2,9,0,0,0,0,3,0,0,0,,JAW,3,0
41A-1.0,4,1,A,1,0,2009-11-22,565.2,47.8,,,565.2,1,9,0,0,0,0,6,0,0,0,,JAW,6,0
41A-1.0,4,1,A,1,0,2009-11-22,565.2,47.8,,,565.2,2,9,0,0,0,0,34,1,0,0,FAINT colony,JAW,35,1
41A-1.1,4,1,A,1,1,2009-11-22,437.8,46.4,,,437.8,1,9,0,0,21,1,29,2,0,0,,JAW,53,3
41A-1.1,4,1,A,1,1,2009-11-22,437.8,46.4,,,437.8,2,9,0,0,0,0,3,0,1,0,,JAW,4,0
41A-2.0,4,1,A,2,0,2009-11-24,353.3,45.8,,,353.3,1,100,0,0,0,0,217,15,1,0,most off-grid,JAW,233,15
41A-2.0,4,1,A,2,0,2009-11-24,353.3,45.8,,,353.3,2,9,0,0,0,0,55,4,0,0,,JAW,59,4
41A-2.1,4,1,A,2,1,2009-11-24,358.1,50.5,,,358.1,1,9,0,0,0,0,20,1,0,0,,JAW,21,1
41A-2.1,4,1,A,2,1,2009-11-24,358.1,50.5,,,358.1,2,9,0,0,0,0,11,0,0,0,,JAW,11,0
41A-3.0,4,1,A,3,0,2009-11-24,361.2,44.7,,,361.2,1,9,0,0,0,0,15,1,0,0,,JAW,16,1
