Sample,Total length,Segment,Width,Colour,dwt mg
54C-1.1,6.5,3,W,A,2.8
54C-1.1,6.5,4,W,A,1.9
54C-1.1,6.5,5,W,A,2.7
54C-1.1,6.5,6,W,A,2.9
54C-1.1,4.1,1,N,A,2
54C-1.1,4.1,2,W,A,2.9
54C-1.1,4.1,3,W,A,2.3
54C-1.1,4.1,4,W,A,3
54C-1.1,7.7,1,W,A,1.7
54C-1.1,7.7,2,W,A,2
54C-1.1,7.7,3,W,A,2.2
54C-1.1,7.7,4,W,A,3.1
54C-1.1,7.7,5,W,A,2.4
54C-1.1,7.7,6,W,B,1.3
54C-1.1,7.7,7,W,B,2.8
54C-1.0,6.3,1,W,A,3.1
54C-1.0,6.3,2,W,A,3.9
54C-1.0,6.3,3,W,A,4
54C-1.0,6.3,4,W,A,7.8
54C-1.0,6.3,5,W,A,6.6
54C-1.0,6.3,6,W,A,5.6
54C-1.0,4.1,1,N,A,1.9
54C-1.0,4.1,2,W,A,3.4
54C-1.0,4.1,3,W,A,3.5
54C-1.0,4.1,4,W,A,3.5
54C-1.0,7.5,1,W,A,1.7
54C-1.0,7.5,2,W,A,3.5
54C-1.0,7.5,3,W,A,5.6
54C-1.0,7.5,4,W,A,5.3
54C-1.0,7.5,5,W,A,5.3
54C-1.0,7.5,6,W,A,4.7
54C-1.0,7.5,7,W,A,3.6
14B-4.1,7.8,1,W,A,3.9
14B-4.1,7.8,2,W,A,4.2
14B-4.1,7.8,3,W,A,3.5
14B-4.1,7.8,4,W,A,3.3
14B-4.1,7.8,5,W,A,3.8
14B-4.1,7.8,6,W,A,2.5
14B-4.1,7.8,7,W,D,1.2
14B-4.1,9.9,1,W,A,2.3
14B-4.1,9.9,2,W,A,2.6
14B-4.1,9.9,3,W,A,3.6
14B-4.1,9.9,4,W,A,4
14B-4.1,9.9,5,W,A,3.7
14B-4.1,9.9,6,W,A,4.9
14B-4.1,9.9,7,W,A,4.1
14B-4.1,9.9,8,W,A,3.4
14B-4.1,9.9,9,W,D,2.4
14B-4.1,7.5,1,N,A,1.2
14B-4.1,7.5,2,N,A,5.4
14B-4.1,7.5,3,N,A,4.4
14B-4.1,7.5,4,N,A,3.1
14B-4.1,7.5,5,N,D,1.6
14B-4.1,7.5,6,N,D,1.5
14B-4.1,7.5,7,N,D,0.8
14B-4.1,6,1,W,A,4.6
14B-4.1,6,2,W,A,4.9
14B-4.1,6,3,W,A,5.3
14B-4.1,6,4,W,A,3.9
14B-4.1,6,5,W,A,3.8
14B-4.1,8.8,1,W,A,3.2
14B-4.1,8.8,2,W,A,7.5
14B-4.1,8.8,3,W,A,4
14B-4.1,8.8,4,W,A,6.1
14B-4.1,8.8,5,W,A,3.5
14B-4.1,8.8,6,W,A,3.6
14B-4.1,8.8,7,W,D,2.3
14B-4.1,8.8,8,W,D,1.4
74B-3.1,5.2,1,W,A,7.1
74B-3.1,5.2,2,W,A,4.1
74B-3.1,5.2,3,W,A,4.3
74B-3.1,5.2,4,W,D,4.3
74B-3.1,5.2,5,W,D,3
74B-3.1,6.6,1,N,A,3.5
74B-3.1,6.6,2,N,A,7.3
74B-3.1,6.6,3,N,A,3.7
74B-3.1,6.6,4,N,A,4.1
74B-3.1,6.6,5,N,D,5.8
74B-3.1,6.6,6,N,D,3.7
74B-3.1,6.6,7,N,D,3.9
74B-3.1,4.8,1,N,A,5
74B-3.1,4.8,2,N,A,2.4
74B-3.1,4.8,3,N,A,5.7
74B-3.1,4.8,4,N,A,4.4
74B-3.1,6.9,1,N,A,2
74B-3.1,6.9,2,N,A,1.6
74B-3.1,6.9,3,N,D,0.9
74B-3.1,6.9,4,N,D,2.7
74B-3.1,6.9,5,N,D,2.9
74B-3.1,6.9,6,N,D,2.8
74B-3.1,7.3,1,W,A,3
74B-3.1,7.3,2,W,A,3.1
74B-3.1,7.3,3,W,A,3.3
74B-3.1,7.3,4,W,A,3.9
74B-3.1,7.3,5,W,D,4.1
74B-3.1,7.3,6,W,D,3.5
74B-3.1,7.3,7,W,D,3.8
24B-1.1,13.3,1,N,A,2.5
24B-1.1,13.3,2,N,A,4.6
24B-1.1,13.3,3,N,A,3
24B-1.1,13.3,4,N,A,2.5
24B-1.1,13.3,5,N,A,1.3
24B-1.1,13.3,6,N,A,1
24B-1.1,13.3,7,N,A,2.9
24B-1.1,13.3,8,N,A,4.5
24B-1.1,13.3,9,N,D,3.1
24B-1.1,13.3,10,N,D,2.9
24B-1.1,13.3,11,N,D,2.3
24B-1.1,13.3,12,N,D,1.7
24B-1.1,13.3,13,N,D,0.6
24B-1.1,7,1,N,A,2.9
24B-1.1,7,2,N,A,3.6
24B-1.1,7,3,N,A,3.3
24B-1.1,7,4,N,D,3.8
24B-1.1,7,5,N,D,4
24B-1.1,7,6,N,D,2.6
24B-1.1,7,7,N,D,2.1
24B-1.1,7.1,1,W,A,3.1
24B-1.1,7.1,2,W,A,5.2
24B-1.1,7.1,3,W,A,2.1
24B-1.1,7.1,4,W,D,2.2
24B-1.1,7.1,5,W,D,2.8
24B-1.1,7.1,6,W,D,3.4
24B-1.1,7.1,7,W,D,2.7
24B-1.1,10,1,N,A,2.1
24B-1.1,10,2,N,A,2.8
24B-1.1,10,3,N,A,0.1
24B-1.1,10,4,N,A,2.2
24B-1.1,10,5,N,A,2.5
24B-1.1,10,6,N,B,1.4
24B-1.1,10,7,N,B,1
24B-1.1,10,8,N,B,0.9
24B-1.1,10,9,N,B,0.8
24B-1.1,10,10,N,D,0.4
24B-1.1,9.1,1,N,A,1.6
24B-1.1,9.1,2,N,A,2.6
24B-1.1,9.1,3,N,A,1.4
24B-1.1,9.1,4,N,A,1.4
24B-1.1,9.1,5,N,B,0.9
24B-1.1,9.1,6,N,B,1
24B-1.1,9.1,7,N,D,0.1
24B-1.1,9.1,8,N,D,0.1
24B-1.1,9.1,9,N,D,0.1
84B-3.S,6.5,1,N,A,3.7
84B-3.S,6.5,2,N,A,2.5
84B-3.S,6.5,3,N,A,3.2
84B-3.S,6.5,4,N,A,3.1
84B-3.S,6.5,5,N,B,2.9
84B-3.S,6.5,6,N,B,4.8
84B-3.S,6.5,1,N,A,1.4
84B-3.S,6.5,2,N,A,1.3
84B-3.S,6.5,3,N,A,0.9
84B-3.S,6.5,4,N,B,1.2
84B-3.S,6.5,5,N,B,2.9
84B-3.S,6.5,6,N,B,3.5
84B-3.S,6.6,1,N,A,1
84B-3.S,6.6,2,N,B,0.1
84B-3.S,6.6,3,N,B,1.2
84B-3.S,6.6,4,N,B,1.1
84B-3.S,6.6,5,N,B,1
84B-3.S,6.6,6,N,B,1.6
84B-3.S,5.3,1,N,A,1.7
84B-3.S,5.3,2,N,A,2.3
84B-3.S,5.3,3,N,B,1.6
84B-3.S,5.3,4,N,B,2.7
84B-3.S,5.3,5,N,B,2.8
84B-3.S,5.6,1,N,A,0.6
84B-3.S,5.6,2,N,A,1.4
84B-3.S,5.6,3,N,B,1.2
84B-3.S,5.6,4,N,B,1.5
84B-3.S,5.6,5,W,B,2
64B-2.0,4.7,1,W,A,4.8
64B-2.0,4.7,2,W,A,7.6
64B-2.0,4.7,3,W,A,11
64B-2.0,4.7,4,W,B,5.5
64B-2.0,9.9,1,W,A,3.8
64B-2.0,9.9,2,W,A,4.4
64B-2.0,9.9,3,W,A,2.5
64B-2.0,9.9,4,W,A,2.9
64B-2.0,9.9,5,N,A,2.4
64B-2.0,9.9,6,N,A,1.9
64B-2.0,9.9,7,W,A,2.5
64B-2.0,9.9,8,W,A,2.7
64B-2.0,9.9,9,N,A,2.4
64B-2.0,8.4,1,N,A,4.1
64B-2.0,8.4,2,W,A,4.3
64B-2.0,8.4,3,W,A,5.7
64B-2.0,8.4,4,W,A,5.5
64B-2.0,8.4,5,W,A,18.1
64B-2.0,8.4,6,W,B,5.8
64B-2.0,8.4,7,W,D,1.7
64B-2.0,8.4,8,W,B,4
64B-2.0,6.4,1,W,A,3.2
64B-2.0,6.4,2,W,A,2.6
64B-2.0,6.4,3,W,A,2.8
64B-2.0,6.4,4,W,A,2.3
64B-2.0,6.4,5,W,A,2.1
64B-2.0,6.4,6,N,B,1.1
64B-2.0,5.7,1,N,A,0.3
64B-2.0,5.7,2,W,A,3.4
64B-2.0,5.7,3,W,A,4.2
64B-2.0,5.7,4,W,A,3.8
64B-2.0,5.7,5,W,A,4.9
34B-4.0,7.5,1,N,A,1.4
34B-4.0,7.5,2,W,A,2.3
34B-4.0,7.5,3,W,B,1.4
34B-4.0,7.5,4,W,B,1.4
34B-4.0,7.5,5,N,D,0.3
34B-4.0,7.5,6,N,D,0.1
34B-4.0,7.5,7,W,B,0.7
34B-4.0,5.1,1,N,A,0.7
34B-4.0,5.1,2,N,A,1.3
34B-4.0,5.1,3,W,A,2
34B-4.0,5.1,4,W,A,1.9
34B-4.0,5.1,5,W,A,1.9
34B-4.0,8.1,1,N,A,1.6
34B-4.0,8.1,2,W,A,2.9
34B-4.0,8.1,3,W,A,3
34B-4.0,8.1,4,W,A,2
34B-4.0,8.1,5,W,A,2.7
34B-4.0,8.1,6,W,A,2.7
34B-4.0,8.1,7,N,B,1.2
34B-4.0,8.1,8,W,B,1.5
34B-4.0,4.9,1,N,A,1
34B-4.0,4.9,2,N,A,1.4
34B-4.0,4.9,3,W,A,2.7
34B-4.0,4.9,4,N,B,1.7
34B-4.0,7,1,W,A,2.6
34B-4.0,7,2,W,A,2.1
34B-4.0,7,3,N,A,1.6
34B-4.0,7,4,N,A,1.4
34B-4.0,7,5,N,B,1.2
34B-4.0,7,6,W,B,3
34B-4.0,7,7,W,B,3.2
