ID,Block,Time,Chamber,Plot,Frag,pos,grow01,grow12,grow23,notes01,notes12,notes23
74B-3.1,7,4,B,74B,3,1,5.93,2.81,7.22,,curly,
74B-3.S,7,4,B,74B,3,S,.,-5.69,.,,curly!,broken
74B-3.c,7,4,B,74B,3,c,3.10,1.75,2.78,,curly,
74B-3.c2,7,4,B,74B,3,c2,.,2.23,3.56,,,
74B-4.0,7,4,B,74B,4,0,5.50,5.29,3.28,,,
74B-4.1,7,4,B,74B,4,1,9.06,.,3.44,broke (new length = t1.1),broken - new curly,
74B-4.N,7,4,B,74B,4,N,11.23,-5.47,0.98,,curly,
74B-E.0,7,4,B,74B,E,0,.,-0.54,1.61,,dry,
74B-E.1,7,4,B,74B,E,1,.,2.07,3.09,,curly,
74B-N.0,7,4,B,74B,N,0,.,0.68,3.32,,,
74B-N.1,7,4,B,74B,N,1,.,0.18,5.69,,,
74B-S.0,7,4,B,74B,S,0,.,.,1.38,,broken?,broken?
74B-S.1,7,4,B,74B,S,1,.,0.57,1.69,loose string,,curly
74B-W.0,7,4,B,74B,W,0,.,2.13,2.95,,,
74B-W.1,7,4,B,74B,W,1,.,1.77,1.53,,,
74C-1.0,7,4,C,74C,1,0,1.68,-1.53,0.82,,curly,dry + curly
74C-1.1,7,4,C,74C,1,1,6.38,2.34,4.55,,,
74C-1.S,7,4,C,74C,1,S,2.10,5.29,1.33,,,
74C-2.0,7,4,C,74C,2,0,1.52,-1.00,0.08,,,dry
74C-2.1,7,4,C,74C,2,1,5.28,4.44,2.79,,,
74C-2.N,7,4,C,74C,2,N,.,4.03,3.95,,,
74C-2.c,7,4,C,74C,2,c,7.79,2.68,5.49,,,
74C-2.c2,7,4,C,74C,2,c2,.,2.49,2.84,curly,,
74C-3.0,7,4,C,74C,3,0,-1.41,-0.65,-1.00,?,,
74C-3.1,7,4,C,74C,3,1,6.91,4.68,4.81,,,
74C-3.E,7,4,C,74C,3,E,.,2.27,3.24,,,
74C-3.c,7,4,C,74C,3,c,0.27,-0.10,-0.03,,,
74C-3.c2,7,4,C,74C,3,c2,.,4.69,4.69,,,
74C-4.0,7,4,C,74C,4,0,4.29,-5.79,1.31,,"dry, loose tip",loose
74C-4.1,7,4,C,74C,4,1,7.57,3.84,.,,"curly, loose knot","broke, bushy?"
74C-4.E,7,4,C,74C,4,E,1.62,3.42,1.74,,,
74C-E.0,7,4,C,74C,E,0,.,1.89,7.14,curly,,
74C-E.1,7,4,C,74C,E,1,.,0.76,6.57,loose string,curly,
74C-N.0,7,4,C,74C,N,0,.,1.32,3.94,,,
74C-N.1,7,4,C,74C,N,1,.,.,-0.15,curly,,broken
74C-S.0,7,4,C,74C,S,0,.,3.10,2.02,,,
74C-S.1,7,4,C,74C,S,1,.,3.43,3.57,curly,,
74C-W.0,7,4,C,74C,W,0,.,4.13,-2.34,,,
74C-W.1,7,4,C,74C,W,1,.,4.23,4.02,,,
83A-1.0,8,3,A,83A,1,0,.,5.84,4.59,,curly,curly
83A-1.1,8,3,A,83A,1,1,.,7.46,6.13,,curly,
83A-1.S,8,3,A,83A,1,S,.,5.15,6.65,,,
83A-2.0,8,3,A,83A,2,0,.,3.65,-0.82,,,bushy
83A-2.1,8,3,A,83A,2,1,.,3.37,3.02,,,black?
83A-2.W,8,3,A,83A,2,W,.,3.60,4.01,,,
83A-2.c,8,3,A,83A,2,c,.,3.91,3.94,,,
83A-3.0,8,3,A,83A,3,0,.,-1.30,0.44,,,"loose, bone dry"
83A-3.1,8,3,A,83A,3,1,.,-2.42,-2.38,,,dry + curly
83A-3.N,8,3,A,83A,3,N,.,3.58,3.39,,,
83A-3.c,8,3,A,83A,3,c,.,4.08,3.31,curly,,bushy
83A-4.0,8,3,A,83A,4,0,.,0.91,2.30,curly,curly,"dry + curly, 2 tips"
83A-4.1,8,3,A,83A,4,1,.,4.25,1.94,,,
83A-4.E,8,3,A,83A,4,E,.,4.26,2.58,,,
83B-1.0,8,3,B,83B,1,0,.,5.70,6.40,,,
83B-1.1,8,3,B,83B,1,1,.,4.06,6.40,,,new tip
83B-1.E,8,3,B,83B,1,E,.,4.23,5.33,,,
83B-2.0,8,3,B,83B,2,0,.,0.70,3.82,,curly,
83B-2.1,8,3,B,83B,2,1,.,6.48,4.37,,,
83B-2.S,8,3,B,83B,2,S,.,3.17,0.78,,,
83B-2.c,8,3,B,83B,2,c,.,3.13,3.49,,,
83B-3.0,8,3,B,83B,3,0,.,0.40,0.27,,,
83B-3.1,8,3,B,83B,3,1,.,2.96,5.41,,,
83B-3.S,8,3,B,83B,3,S,.,0.20,4.06,,,
83B-3.c,8,3,B,83B,3,c,.,3.99,5.24,,,
83B-4.0,8,3,B,83B,4,0,.,2.30,3.46,curly,,dry + curly
83B-4.1,8,3,B,83B,4,1,.,6.16,8.39,,,
83B-4.N,8,3,B,83B,4,N,.,4.85,0.68,curled,,broke? Loose?
83C-1.0,8,3,C,83C,1,0,.,6.49,2.72,curly,bent?,bent
83C-1.1,8,3,C,83C,1,1,.,3.96,3.80,,,
83C-1.S,8,3,C,83C,1,S,.,1.81,0.80,,,bushy
83C-2.0,8,3,C,83C,2,0,.,-1.85,-0.69,curly,curly,dy
83C-2.1,8,3,C,83C,2,1,.,5.58,3.38,curly,,curly
83C-2.S,8,3,C,83C,2,S,.,2.14,1.39,,,dry + curly
83C-2.c,8,3,C,83C,2,c,.,3.50,5.22,,,
83C-3.0,8,3,C,83C,3,0,.,1.63,-0.89,,,dry
83C-3.1,8,3,C,83C,3,1,.,5.98,1.97,curly,,
83C-3.E,8,3,C,83C,3,E,.,4.48,0.50,,,bushy
83C-3.c,8,3,C,83C,3,c,.,3.20,4.76,,,
83C-4.0,8,3,C,83C,4,0,.,2.64,-0.61,,curly,dry + curly
83C-4.1,8,3,C,83C,4,1,.,2.69,0.14,,,
83C-4.N,8,3,C,83C,4,N,.,1.71,3.65,,,
84A-1.0,8,4,A,84A,1,0,1.78,3.38,3.43,,curly,curly
84A-1.1,8,4,A,84A,1,1,3.82,4.55,7.38,,,
84A-1.S,8,4,A,84A,1,S,8.03,6.09,7.31,,,
84A-2.0,8,4,A,84A,2,0,5.20,2.94,2.09,,,curly
84A-2.1,8,4,A,84A,2,1,1.32,3.75,-0.48,Dry; 16.89,,curly
84A-2.E,8,4,A,84A,2,E,.,0.96,7.37,curly,,"bent, brok, loose (new tip?)"
84A-2.c,8,4,A,84A,2,c,0.72,3.34,1.28,,,
84A-2.c2,8,4,A,84A,2,c2,.,1.70,1.81,,curly,
84A-3.0,8,4,A,84A,3,0,3.22,4.73,3.41,,,
84A-3.1,8,4,A,84A,3,1,.,4.17,1.95,broken?; 13.86,,
84A-3.N,8,4,A,84A,3,N,.,1.97,4.25,,,
84A-3.c,8,4,A,84A,3,c,2.98,4.94,2.65,,,
84A-3.c2,8,4,A,84A,3,c2,.,1.36,2.70,,curly,curly
84A-4.0,8,4,A,84A,4,0,6.00,3.17,3.39,,,curly
84A-4.1,8,4,A,84A,4,1,2.14,3.07,2.67,,,
84A-4.E,8,4,A,84A,4,E,3.35,3.13,5.03,,,
84A-E.0,8,4,A,84A,E,0,.,3.46,1.94,,,
84A-E.1,8,4,A,84A,E,1,.,1.39,2.69,,,curly
84A-N.0,8,4,A,84A,N,0,.,3.46,5.08,,,
84A-N.1,8,4,A,84A,N,1,.,3.68,3.50,,,
84A-S.0,8,4,A,84A,S,0,.,7.36,-4.22,,,
84A-S.1,8,4,A,84A,S,1,.,3.25,3.76,,,
84A-W.0,8,4,A,84A,W,0,.,3.76,1.41,curly,,
84A-W.1,8,4,A,84A,W,1,.,2.76,-0.26,,,2 tips!
84B-1.0,8,4,B,84B,1,0,0.78,3.10,1.14,,loose shoot,loose
84B-1.1,8,4,B,84B,1,1,6.36,12.57,-0.04,,loose shoot,"loose, dry + curly"
84B-1.E,8,4,B,84B,1,E,2.93,3.21,0.92,,curly,dry + curly
84B-2.0,8,4,B,84B,2,0,2.72,0.00,-1.95,,,
84B-2.1,8,4,B,84B,2,1,3.99,3.43,0.23,,,
84B-2.N,8,4,B,84B,2,N,.,1.50,1.31,,curly,dry + curly
84B-2.c,8,4,B,84B,2,c,2.07,1.99,2.52,,,dry + curly
84B-2.c2,8,4,B,84B,2,c2,.,4.11,1.07,,,
84B-3.0,8,4,B,84B,3,0,1.76,.,-0.52,,"broken, loose","loose, bushy"
84B-3.1,8,4,B,84B,3,1,6.54,9.95,7.04,,,
84B-3.W,8,4,B,84B,3,W,.,-0.63,-0.09,,dry,dry + curly
84B-3.c,8,4,B,84B,3,c,1.31,3.83,3.79,Missing in action on 2008-07-28,,
84B-3.c2,8,4,B,84B,3,c2,.,0.01,0.20,,,dry + curly
84B-4.0,8,4,B,84B,4,0,6.80,3.53,3.48,,,
84B-4.1,8,4,B,84B,4,1,4.77,8.21,5.52,,,"broke, dry + curly"
84B-4.N,8,4,B,84B,4,N,6.23,5.68,4.44,,,
84B-E.0,8,4,B,84B,E,0,.,0.86,0.62,,curly,
84B-E.1,8,4,B,84B,E,1,.,4.09,6.00,,,curly
84B-N.0,8,4,B,84B,N,0,.,7.01,-4.19,curly,,curly
84B-N.1,8,4,B,84B,N,1,.,4.18,2.16,,,
84B-S.0,8,4,B,84B,S,0,.,0.21,1.03,,,
84B-S.1,8,4,B,84B,S,1,.,4.01,4.79,,,
84B-W.0,8,4,B,84B,W,0,.,2.90,0.24,,,curly
84B-W.1,8,4,B,84B,W,1,.,2.81,2.93,,,
84C-1.0,8,4,C,84C,1,0,0.41,-0.87,0.24,,,
84C-1.1,8,4,C,84C,1,1,5.52,2.20,1.87,,,bushy
84C-1.W,8,4,C,84C,1,W,0.17,-0.52,0.71,18.41,,
84C-2.0,8,4,C,84C,2,0,0.19,-2.18,-1.59,,curly,dry + curly
84C-2.1,8,4,C,84C,2,1,1.00,4.70,2.28,,,
84C-2.W,8,4,C,84C,2,W,.,0.54,-0.40,curly,curly,dry + curly
84C-2.c,8,4,C,84C,2,c,2.76,1.43,0.98,,,
84C-2.c2,8,4,C,84C,2,c2,.,2.27,0.30,,,curly
84C-3.0,8,4,C,84C,3,0,0.24,-0.86,0.65,13.73,"curly, dry",dry + curly
84C-3.1,8,4,C,84C,3,1,4.59,2.51,-0.15,,,curly
84C-3.N,8,4,C,84C,3,N,.,0.84,2.54,,,curly
84C-3.c,8,4,C,84C,3,c,6.23,5.29,2.18,,,
84C-3.c2,8,4,C,84C,3,c2,.,1.31,0.94,curly,,dry + curly
84C-4.0,8,4,C,84C,4,0,2.84,-0.33,-0.67,,dry + curly,dry + curly
84C-4.1,8,4,C,84C,4,1,2.86,2.76,0.35,,,dry + curly
84C-4.S,8,4,C,84C,4,S,5.04,3.78,2.35,,,
84C-E.0,8,4,C,84C,E,0,.,2.38,4.37,,,
84C-E.1,8,4,C,84C,E,1,.,3.24,2.34,,,
84C-N.0,8,4,C,84C,N,0,.,2.37,1.42,curly,dry + curly,dry + curly
84C-N.1,8,4,C,84C,N,1,.,2.55,0.03,,,
84C-S.0,8,4,C,84C,S,0,.,1.60,2.49,,,
84C-S.1,8,4,C,84C,S,1,.,4.19,2.25,curly,,
84C-W.0,8,4,C,84C,W,0,.,1.85,-0.02,curled,,
84C-W.1,8,4,C,84C,W,1,.,3.03,0.97,,,
