"SampleID","Block","Time","Chamber","Frag","Pos","grow01","Prod01","notes01","grow12","Prod12","notes12","grow23","Prod23","notes23","mg.cm","mg.mm"
"14B-W.O","1","4","B","W","0",NA,NA,"",2.76,NA,"",5.66,NA,"",NA,NA
"14C-1.I","1","4","C","1","1",-2.95,-1.04543753290218,"broken; 17.64",2.46,0.871788586759106,"",-0.76,-0.269333059323951,"curly",3.5438560437362,0.35438560437362
"14C-1.N","1","4","C","1","N",2.58,0.834926589642146,"",-0.29,-0.093848337595435,"",-1.29,-0.417463294821073,"dry + curly",3.23614957225638,0.323614957225638
"14C-1.O","1","4","C","1","0",1.26,0.437239252592087,"",-1.65,-0.572575211727733,"dry, curly",-0.05,-0.0173507639917495,"dry + curly",3.4701527983499,0.34701527983499
"14C-2.c","1","4","C","2","c",0.69,NA,"",-2.05,NA,"dry",0.5,NA,"dry + curly",NA,NA
"14C-2.c2","1","4","C","2","c2",NA,NA,"",3.37,NA,"",2.87,NA,"",NA,NA
"14C-2.I","1","4","C","2","1",7.07,2.50564700132527,"",2.98,1.05612843903102,"",2.83,1.00296761156301,"",3.54405516453362,0.354405516453362
"14C-2.O","1","4","C","2","0",3.23,1.12089158219997,"",-3.82,-1.32563648421172,"dry, curly",2.01,0.697520767870567,"dry + curly",3.47025257647048,0.347025257647048
"14C-2.W","1","4","C","2","W",NA,NA,"",1.32,0.427110447140209,"",2.51,0.812156986607519,"",3.23568520560764,0.323568520560764
"14C-3.c","1","4","C","3","c",6.36,NA,"",3.87,NA,"",6.89,NA,"2 shoots!",NA,NA
"14C-3.c2","1","4","C","3","c2",NA,NA,"",0.46,NA,"",-0.64,NA,"dry + curly",NA,NA
"14C-3.I","1","4","C","3","1",12.97,4.59804044453749,"",7.58,2.68721253427865,"",7.25,2.57022307038526,"",3.54513526949690,0.354513526949691
"14C-3.O","1","4","C","3","0",0.48,0.166406329301843,"",-2.34,-0.811230855346486,"dry",0.91,0.315478665968078,"dry + curly",3.46679852712174,0.346679852712174
"14C-3.S","1","4","C","3","S",NA,NA,"",4.18,1.35260096527039,"",3.64,1.17786304152733,"curly",3.23588747672343,0.323588747672343
"14C-4.I","1","4","C","4","1",1.01,0.358052332048818,"",7.52,2.66589459109615,"",3.57,1.26559091625176,"broke, curly",3.54507259454275,0.354507259454275
"14C-4.O","1","4","C","4","0",7.12,2.46805256648441,"",-6.05,-2.09715140831891,"dry, curly",-0.07,-0.0242645617491444,"loose, dry + curly",3.46636596416349,0.346636596416349
"14C-4.S","1","4","C","4","S",4.65,1.50461023789867,"",1.74,0.563015443858859,"",2.58,0.834816002963135,"",3.23572094171758,0.323572094171758
"14C-E.I","1","4","C","E","1",NA,NA,"",5.15,NA,"",10.92,NA,"",NA,NA
"14C-E.O","1","4","C","E","0",NA,NA,"",0.38,NA,"",3.7,NA,"",NA,NA
"14C-N.I","1","4","C","N","1",NA,NA,"",2.22,NA,"",5.15,NA,"",NA,NA
"14C-N.O","1","4","C","N","0",NA,NA,"",5.37,NA,"",7.32,NA,"",NA,NA
"14C-S.I","1","4","C","S","1",NA,NA,"",2.99,NA,"",6.14,NA,"loose thread",NA,NA
"14C-S.O","1","4","C","S","0",NA,NA,"",3.59,NA,"",-1.76,NA,"curly",NA,NA
"14C-W.I","1","4","C","W","1",NA,NA,"dry?",-1.41,NA,"",0.88,NA,"dry!",NA,NA
"14C-W.O","1","4","C","W","0",NA,NA,"",2.47,NA,"",3.93,NA,"curly",NA,NA
"23A-1.I","2","3","A","1","1",NA,NA,"",9.74,3.56193752830338,"",5.15,1.88336532554029,"messy",3.65702004959279,0.365702004959279
"23A-1.O","2","3","A","1","0",NA,NA,"",8.53,3.11935795716296,"",NA,NA,"broken",3.65692609280535,0.365692609280535
"23A-1.W","2","3","A","1","W",NA,NA,"",4.56,1.66755515698657,"broken",6.78,2.47939122025635,"messy, broken?",3.65691920391792,0.365691920391792
"23A-2.c","2","3","A","2","c",NA,NA,"",6.41,NA,"",6.29,NA,"",NA,NA
"23A-2.I","2","3","A","2","1",NA,NA,"",5.26,1.92376058222616,"",8.3,3.0355917932466,"",3.65733950993566,0.365733950993566
"23A-2.N","2","3","A","2","N",NA,NA,"",4.86,1.77748015107931,"",5.03,1.83965538270143,"",3.65736656600681,0.365736656600681
"23A-2.O","2","3","A","2","0",NA,NA,"",6.74,2.46523106932977,"",-0.44,-0.160934965950312,"",3.65761286250708,0.365761286250708
"23A-3.c","2","3","A","3","c",NA,NA,"",3.16,NA,"",-0.02,NA,"",NA,NA
"23A-3.E","2","3","A","3","E",NA,NA,"",3.86,1.41181642848467,"",2.33,0.852210434810696,"",3.657555514209,0.3657555514209
"23A-3.I","2","3","A","3","1",NA,NA,"",2.35,0.859470027351145,"",2.08,0.760722407187397,"",3.65731926532402,0.365731926532402
"23A-3.O","2","3","A","3","0",NA,NA,"",1.05,0.384041335141861,"",-0.99,-0.362096115990897,"broken",3.65753652516058,0.365753652516058
"23A-4.I","2","3","A","4","1",NA,NA,"",5.86,2.14304693537924,"",4.6,1.68225527350589,"",3.65707668153453,0.365707668153453
"23A-4.O","2","3","A","4","0",NA,NA,"",3.81,1.26838514667032,"",0.52,0.173112933403823,"",3.32909487315044,0.332909487315044
"23A-4.S","2","3","A","4","S",NA,NA,"",5.92,1.97086031933473,"",7.79,2.59341248101648,"",3.32915594482218,0.332915594482218
"23B-1.I","2","3","B","1","1",NA,NA,"",0.67,NA,"",0.29,NA,"curly",NA,NA
"23B-1.N","2","3","B","1","N",NA,NA,"curly",1.96,NA,"curly",0.42,NA,"dry + curly",NA,NA
"23B-1.O","2","3","B","1","0",NA,NA,"",5.96,NA,"",7.09,NA,"",NA,NA
"23B-2.c","2","3","B","2","c",NA,NA,"",4.77,NA,"",4.26,NA,"",NA,NA
"23B-2.I","2","3","B","2","1",NA,NA,"",6.49,NA,"",4.39,NA,"",NA,NA
"23B-2.O","2","3","B","2","0",NA,NA,"",2.6,NA,"curly",5.51,NA,"",NA,NA
"23B-2.S","2","3","B","2","S",NA,NA,"",5.13,NA,"",1.35,NA,"",NA,NA
"23B-3.c","2","3","B","3","c",NA,NA,"curly",5.54,NA,"",0.17,NA,"",NA,NA
"23B-3.E","2","3","B","3","E",NA,NA,"curly, loose",4.44,NA,"",-1.86,NA,"dry + curly",NA,NA
"23B-3.I","2","3","B","3","1",NA,NA,"",9.05,NA,"",6.43,NA,"",NA,NA
"23B-3.O","2","3","B","3","0",NA,NA,"",NA,NA,"broken",NA,NA,"broken?",NA,NA
"23B-4.I","2","3","B","4","1",NA,NA,"",5.5,NA,"",5.86,NA,"",NA,NA
"23B-4.O","2","3","B","4","0",NA,NA,"",2.39,NA,"",0.47,NA,"",NA,NA
"23B-4.W","2","3","B","4","W",NA,NA,"",3.07,NA,"",2.3,NA,"dry + curly",NA,NA
"23C-1.I","2","3","C","1","1",NA,NA,"",1.07,0.379918362381175,"",0.69,0.244994084152347,"",3.55063890075865,0.355063890075865
"23C-1.O","2","3","C","1","0",NA,NA,"curled",1.38,0.477951618469265,"dry, curly",-2.61,-0.903951974061437,"curly + dry",3.46341752513960,0.346341752513960
"23C-1.W","2","3","C","1","W",NA,NA,"",-1.3,-0.420838651891365,"dry, curly",-1.09,-0.352857023508914,"dry + curly",3.23722039916435,0.323722039916435
"23C-2.c","2","3","C","2","c",NA,NA,"",2.93,NA,"",0.13,NA,"",NA,NA
"23C-2.I","2","3","C","2","1",NA,NA,"",4.34,1.54119611120369,"",4.68,1.66193497705836,"",3.55114311337256,0.355114311337256
"23C-2.N","2","3","C","2","N",NA,NA,"",2.35,0.760803525047699,"dry, loose",-0.95,-0.307558871827793,"",3.23746180871361,0.323746180871361
"23C-2.O","2","3","C","2","0",NA,NA,"",0.27,0.0935090282704942,"dry",-0.74,-0.128142001704011,"dry + curly, skinny tip",3.46329734335164,0.346329734335164
"23C-3.c","2","3","C","3","c",NA,NA,"",2.75,NA,"",4.54,NA,"",NA,NA
"23C-3.I","2","3","C","3","1",NA,NA,"curled",3.96,1.40645526869281,"",3.91,1.38869699509821,"",3.55165471892125,0.355165471892125
"23C-3.O","2","3","C","3","0",NA,NA,"",1.52,0.526049956522806,"dry",-1.33,-0.460293711957456,"",3.46085497712373,0.346085497712373
"23C-3.S","2","3","C","3","S",NA,NA,"",3.69,1.19449066237008,"",4.99,1.61531393095575,"curly",3.23710206604358,0.323710206604358
"23C-4.E","2","3","C","4","E",NA,NA,"",4.42,1.43092421758904,"",4.59,1.48595976441939,"",3.23738510766751,0.323738510766751
"23C-4.I","2","3","C","4","1",NA,NA,"",4.55,1.61609494428447,"",5.58,1.98193621738623,"",3.55185702040543,0.355185702040543
"23C-4.O","2","3","C","4","0",NA,NA,"",2.92,1.01047602411323,"",-2.26,-0.782080758389007,"dry + curly",3.4605343291549,0.34605343291549
"24A-1.I","2","4","A","1","1",3.78,1.38134704007504,"broken?",5.82,2.12683591884569,"",2.17,0.79299552300604,"",3.65435724887576,0.365435724887576
"24A-1.O","2","4","A","1","0",8.28,3.02530239042807,"",NA,NA,"broken",0.48,0.175379848720468,"broken?",3.65374684834308,0.365374684834308
"24A-1.W","2","4","A","1","W",-0.21,-0.0767369963117444,"broken tip?",7.04,2.57251644778419,"loose",5.1,1.86361276757094,"",3.65414268151164,0.365414268151164
"24A-2.c","2","4","A","2","c",8.55,NA,"",3.32,NA,"",5.19,NA,"",NA,NA
"24A-2.c2","2","4","A","2","c2",NA,NA,"",3.4,NA,"",2.39,NA,"",NA,NA
"24A-2.E","2","4","A","2","E",NA,NA,"",3.58,1.30908069879269,"",4.26,1.55773289856337,"",3.65664999662763,0.365664999662763
"24A-2.I","2","4","A","2","1",7.44,2.72025128393271,"",5.43,1.98534468706379,"",3.08,1.12612553152053,"",3.65625172571601,0.365625172571601
"24A-2.O","2","4","A","2","0",7.57,2.76878144831281,"",3.08,1.12653194990799,"",0.67,0.245057274817647,"",3.65757126593503,0.365757126593503
"24A-3.c","2","4","A","3","c",7.11,NA,"",3.57,NA,"",4.76,NA,"",NA,NA
"24A-3.c2","2","4","A","3","c2",NA,NA,"",NA,NA,"broken",-0.61,NA,"broken?",NA,NA
"24A-3.I","2","4","A","3","1",9.68,3.53833436302969,"",6.21,2.26994384239818,"",3.63,1.32687538613613,"",3.65530409403894,0.365530409403894
"24A-3.N","2","4","A","3","N",NA,NA,"",2.26,0.82589247807411,"",5.87,2.14512780809514,"",3.65439149590314,0.365439149590314
"24A-3.O","2","4","A","3","0",9.37,3.42463489362251,"",11.33,4.14099395354781,"",3.88,1.41809854719908,"",3.65489316288421,0.365489316288421
"24A-4.I","2","4","A","4","1",8,2.92465788703849,"",13.95,5.09987219052337,"",2.5,0.456977794849764,"skinny, bent",3.65582235879811,0.365582235879811
"24A-4.O","2","4","A","4","0",9.26,3.38588731531799,"",0.62,0.226700878563407,"",6.82,2.49370966419748,"",3.65646578328076,0.365646578328077
"24A-4.S","2","4","A","4","S",4.49,1.64193104237514,"",NA,NA,"broken",0.79,0.288892098769792,"broken?",3.65686200974420,0.365686200974420
"24A-E.I","2","4","A","E","1",NA,NA,"curly, dry",3.05,NA,"",1.06,NA,"",NA,NA
"24A-E.O","2","4","A","E","0",NA,NA,"",1.48,NA,"curly",3.28,NA,"",NA,NA
"24A-N.I","2","4","A","N","1",NA,NA,"",2.3,NA,"",2.62,NA,"curly",NA,NA
"24A-N.O","2","4","A","N","0",NA,NA,"",2.33,NA,"",4.34,NA,"",NA,NA
"24A-S.I","2","4","A","S","1",NA,NA,"",2.15,NA,"",1.86,NA,"",NA,NA
"24A-S.O","2","4","A","S","0",NA,NA,"",2.38,NA,"",2.47,NA,"",NA,NA
"24A-W.I","2","4","A","W","1",NA,NA,"",1.75,NA,"",6.6,NA,"",NA,NA
"24A-W.O","2","4","A","W","0",NA,NA,"curly",2.45,NA,"",2.77,NA,"",NA,NA
"24B-1.I","2","4","B","1","1",5.67,NA,"",NA,NA,"broken?",-2.37,NA,"broken?",NA,NA
"24B-1.O","2","4","B","1","0",3.27,NA,"",0.08,NA,"",-1.41,NA,"dry + curly",NA,NA
"24B-1.W","2","4","B","1","W",9.55,NA,"",2.97,NA,"",3.89,NA,"",NA,NA
"24B-2.c","2","4","B","2","c",5.68,NA,"",NA,NA,"broken?",0.58,NA,"curly",NA,NA
"24B-2.c2","2","4","B","2","c2",NA,NA,"curly",1.73,NA,"curly",-1.04,NA,"curly",NA,NA
"24B-2.I","2","4","B","2","1",3.81,NA,"",6.59,NA,"",3.71,NA,"",NA,NA
"24B-2.O","2","4","B","2","0",2.43,NA,"",3.59,NA,"",-1.84,NA,"dry + curly + demented",NA,NA
"24B-2.S","2","4","B","2","S",NA,NA,"curly",3.52,NA,"curly",-2.89,NA,"curly",NA,NA
"24B-3.c","2","4","B","3","c",6.65,NA,"",2.54,NA,"",-0.31,NA,"",NA,NA
"24B-3.c2","2","4","B","3","c2",NA,NA,"",3.63,NA,"",2.38,NA,"",NA,NA
"24B-3.I","2","4","B","3","1",4.37,NA,"",8.06,NA,"loose",-2.5,NA,"curly",NA,NA
"24B-3.N","2","4","B","3","N",NA,NA,"curved",3.61,NA,"",-0.31,NA,"dry + curly",NA,NA
"24B-3.O","2","4","B","3","0",3.45,NA,"",1.09,NA,"curly",-0.27,NA,"",NA,NA
"24B-4.I","2","4","B","4","1",4.81,NA,"",1.55,NA,"",4.16,NA,"",NA,NA
"24B-4.N","2","4","B","4","N",6.56,NA,"",5.66,NA,"",2.62,NA,"",NA,NA
"24B-4.O","2","4","B","4","0",4.57,NA,"",3.11,NA,"",1.03,NA,"",NA,NA
"24B-E.I","2","4","B","E","1",NA,NA,"",3.52,NA,"",3.78,NA,"",NA,NA
"24B-E.O","2","4","B","E","0",NA,NA,"loose knot",4.15,NA,"loose",0.91,NA,"",NA,NA
"24B-N.I","2","4","B","N","1",NA,NA,"",3.53,NA,"",3.94,NA,"",NA,NA
"24B-N.O","2","4","B","N","0",NA,NA,"",1.41,NA,"",2.2,NA,"",NA,NA
"24B-S.I","2","4","B","S","1",NA,NA,"",2.71,NA,"",5.89,NA,"",NA,NA
"24B-S.O","2","4","B","S","0",NA,NA,"",3.88,NA,"",0.78,NA,"",NA,NA
"24B-W.I","2","4","B","W","1",NA,NA,"",4,NA,"",3.25,NA,"",NA,NA
"24B-W.O","2","4","B","W","0",NA,NA,"",-0.23,NA,"",-0.67,NA,"",NA,NA
"24C-1.I","2","4","C","1","1",8.48,2.97994738451505,"",5.98,2.1014251603066,"",5.85,2.05574200464776,"",3.51408889683378,0.351408889683378
"24C-1.O","2","4","C","1","0",4.97,1.74919222244052,"",3.12,1.09808445352403,"",1.05,0.369547652628279,"",3.51950145360266,0.351950145360266
"24C-1.S","2","4","C","1","S",4.11,1.33186022088525,"",12.43,4.02798602082813,"loose",7.17,2.32346418096039,"",3.24053581723904,0.324053581723904
"24C-2.c","2","4","C","2","c",4.92,NA,"wet",2.89,NA,"(white thread)",0.47,NA,"",NA,NA
"24C-2.c2","2","4","C","2","c2",NA,NA,"",0.13,NA,"dry",NA,NA,"broken, dry",NA,NA
"24C-2.I","2","4","C","2","1",4.41,1.55038599660413,"",4.38,1.53983915308981,"",2.93,1.03007504989798,"",3.51561450477126,0.351561450477126
"24C-2.N","2","4","C","2","N",NA,NA,"",2.66,0.8618852401956,"",0.27,0.0874845920499294,"curly",3.24017007592331,0.324017007592331
"24C-2.O","2","4","C","2","0",0.43,0.151195469587482,"",1.09,0.383262934535711,"",-2.13,-0.748945000514738,"",3.5161737113368,0.35161737113368
"24C-3.c","2","4","C","3","c",5.47,NA,"",1.14,NA,"",3.27,NA,"",NA,NA
"24C-3.c2","2","4","C","3","c2",NA,NA,"",3.78,NA,"",1.5,NA,"curly",NA,NA
"24C-3.I","2","4","C","3","1",5.25,1.84484511989765,"",4.14,1.45479215169072,"",1.76,0.618462364003785,"",3.51399070456696,0.351399070456696
"24C-3.O","2","4","C","3","0",2.22,0.782135192949752,"",1.21,0.426298911472612,"",-1.46,-0.514377198966954,"dry + curly",3.52313149977366,0.352313149977366
"24C-3.W","2","4","C","3","W",NA,NA,"",3.53,1.14390587935571,"",0.2,0.0648105314082555,"curly",3.24052657041278,0.324052657041278
"24C-4.I","2","4","C","4","1",7.86,2.76359068427713,"",1.28,0.450050391332663,"",4.34,1.52595210811231,"",3.51601868228643,0.351601868228643
"24C-4.O","2","4","C","4","0",-0.33,-0.115946058783486,"19.06",0.23,0.0808108894551569,"",-2.23,-0.783514276021739,"dry + curly",3.51351693283291,0.351351693283291
"24C-4.S","2","4","C","4","S",1.53,0.495776922242642,"dry",2.82,0.913784915506045,"",-1.39,-0.450411713671419,"",3.24037204080158,0.324037204080158
"24C-E.I","2","4","C","E","1",NA,NA,"",5.98,NA,"",3.45,NA,"",NA,NA
"24C-E.O","2","4","C","E","0",NA,NA,"curly",2.56,NA,"curly",-0.62,NA,"curly",NA,NA
"24C-N.I","2","4","C","N","1",NA,NA,"",1.87,NA,"",0.04,NA,"curly",NA,NA
"24C-N.O","2","4","C","N","0",NA,NA,"",0.02,NA,"dry, curly",-0.18,NA,"",NA,NA
"24C-S.I","2","4","C","S","1",NA,NA,"",1.44,NA,"",1.81,NA,"curly",NA,NA
"24C-S.O","2","4","C","S","0",NA,NA,"",1.91,NA,"",2.25,NA,"curly",NA,NA
"24C-W.I","2","4","C","W","1",NA,NA,"",1.2,NA,"",1.91,NA,"",NA,NA
"24C-W.O","2","4","C","W","0",NA,NA,"",0.87,NA,"",3.34,NA,"",NA,NA
"33A-1.E","3","3","A","1","E",NA,NA,"",9.08,3.00410163283,"",6.96,2.30270345423973,"",3.30848197448238,0.330848197448238
"33A-1.I","3","3","A","1","1",NA,NA,"",4.83,1.59790872801673,"white thread is better",5.96,1.97174658778048,"",3.30829964392698,0.330829964392699
"33A-1.O","3","3","A","1","0",NA,NA,"",5,1.65473229793318,"black thread sux",1.37,0.45339664963369,"",3.30946459586635,0.330946459586635
"33A-2.c","3","3","A","2","c",NA,NA,"",0.34,NA,"curly",-0.1,NA,"",NA,NA
"33A-2.I","3","3","A","2","1",NA,NA,"",6.1,2.01748722654897,"",1.1,0.363809172000634,"",3.30735610909667,0.330735610909667
"33A-2.O","3","3","A","2","0",NA,NA,"",4.96,1.64219254758740,"",4.58,1.51637940886095,"",3.3108720717488,0.33108720717488
"33A-2.S","3","3","A","2","S",NA,NA,"",3.05,1.00960837637439,"",4.61,1.52599823445440,"",3.31019139794882,0.331019139794882
"33A-3.c","3","3","A","3","c",NA,NA,"",3.32,NA,"",3.11,NA,"",NA,NA
"33A-3.I","3","3","A","3","1",NA,NA,"",3.11,1.02747958145884,"",3.88,1.28187163217373,"",3.30379286642713,0.330379286642713
"33A-3.O","3","3","A","3","0",NA,NA,"",2.72,0.897542487491669,"curly",3.53,1.16482536060500,"",3.29978855695467,0.329978855695467
"33A-3.W","3","3","A","3","W",NA,NA,"",5.01,1.65555341354530,"",5.14,1.69851188535387,"",3.30449783142775,0.330449783142775
"33A-4.I","3","3","A","4","1",NA,NA,"",5.93,1.95930707100956,"",8.42,2.78201779728507,"",3.30405914166873,0.330405914166873
"33A-4.N","3","3","A","4","N",NA,NA,"",4.78,1.57740896524387,"loose knot",8.3,2.73901556726446,"",3.30001875574032,0.330001875574032
"33A-4.O","3","3","A","4","0",NA,NA,"",3.41,1.12589717441636,"",3.99,1.31739874660448,"",3.30175124462276,0.330175124462276
"33B-1.I","3","3","B","1","1",NA,NA,"",1.93,NA,"",3.46,NA,"",NA,NA
"33B-1.O","3","3","B","1","0",NA,NA,"",1.29,NA,"curly",3.12,NA,"",NA,NA
"33B-1.W","3","3","B","1","W",NA,NA,"",-1.12,NA,"",0.63,NA,"",NA,NA
"33B-2.c","3","3","B","2","c",NA,NA,"",-0.37,NA,"curly",6.4,NA,"loose, bent",NA,NA
"33B-2.I","3","3","B","2","1",NA,NA,"",4.09,NA,"",7.04,NA,"loose",NA,NA
"33B-2.N","3","3","B","2","N",NA,NA,"",2.04,NA,"",8.25,NA,"",NA,NA
"33B-2.O","3","3","B","2","0",NA,NA,"",3.62,NA,"",3.01,NA,"fungus / spores?",NA,NA
"33B-3.c","3","3","B","3","c",NA,NA,"",0.86,NA,"curly",3.33,NA,"curly",NA,NA
"33B-3.E","3","3","B","3","E",NA,NA,"",1.01,NA,"curly",1.19,NA,"",NA,NA
"33B-3.I","3","3","B","3","1",NA,NA,"",2.87,NA,"",2.97,NA,"",NA,NA
"33B-3.O","3","3","B","3","0",NA,NA,"",2.76,NA,"",5.9,NA,"",NA,NA
"33B-4.I","3","3","B","4","1",NA,NA,"",4.77,NA,"curly",4,NA,"",NA,NA
"33B-4.O","3","3","B","4","0",NA,NA,"",1.42,NA,"curly",0.68,NA,"",NA,NA
"33B-4.S","3","3","B","4","S",NA,NA,"",3.98,NA,"scrawny",1.8,NA,"",NA,NA
"33C-1.E","3","3","C","1","E",NA,NA,"",2.48,0.80261774680561,"",0.88,0.2847998456407,"",3.23636188228068,0.323636188228068
"33C-1.I","3","3","C","1","1",NA,NA,"",3.98,1.39242436823483,"",6.64,2.32303964951740,"",3.49855368903224,0.349855368903224
"33C-1.O","3","3","C","1","0",NA,NA,"",0.89,0.312459218031625,"curly",-1.58,-0.554702881449402,"curly",3.51077773069242,0.351077773069241
"33C-2.c","3","3","C","2","c",NA,NA,"",8.86,NA,"",8.81,NA,"",NA,NA
"33C-2.I","3","3","C","2","1",NA,NA,"",8.75,3.06156594716714,"",6.47,2.26380933464816,"",3.49893251104816,0.349893251104816
"33C-2.O","3","3","C","2","0",NA,NA,"",2.56,0.898103145665319,"",-1.62,-0.568330896866335,"",3.50821541275515,0.350821541275515
"33C-2.S","3","3","C","2","S",NA,NA,"",2.96,0.983554501055279,"",-1.08,-0.358864480114764,"curly",3.32281926032189,0.332281926032189
"33C-3.c","3","3","C","3","c",NA,NA,"",6.44,NA,"",0.8,NA,"curly",NA,NA
"33C-3.I","3","3","C","3","1",NA,NA,"",4.55,1.59046485243865,"",4.6,1.60794248817974,"",3.49552714821682,0.349552714821682
"33C-3.O","3","3","C","3","0",NA,NA,"curly",-1.01,-0.355434616764113,"curly",-0.34,-0.119651257128513,"",3.51915462142686,0.351915462142686
"33C-3.W","3","3","C","3","W",NA,NA,"",-2.71,-0.900441794114407,"curly",3.95,1.31245206153207,"",3.32266344691663,0.332266344691663
"33C-4.I","3","3","C","4","1",NA,NA,"",2.08,0.726847033304732,"curly",3.64,1.27198230828328,"",3.49445689088813,0.349445689088813
"33C-4.N","3","3","C","4","N",NA,NA,"",4.07,1.35174879547453,"",5.82,1.93296756502746,"",3.32125011173104,0.332125011173104
"33C-4.O","3","3","C","4","0",NA,NA,"",-0.12,-0.0422619423865849,"dry",-0.75,-0.264137139916155,"",3.52182853221541,0.352182853221541
"34A-1.E","3","4","A","1","E",5.37,1.76099877660521,"broken tip?",4.47,1.46585931683898,"2 shoots (measured longest)",0.71,0.232832240482254,"",3.27932733073597,0.327932733073597
"34A-1.I","3","4","A","1","1",5.4,1.2825,"",5.43,1.289625,"",5.54,1.31575,"",2.375,0.2375
"34A-1.O","3","4","A","1","0",3.59,1.480875,"",6.86,2.82975,"",-6.41,-2.644125,"curly",4.125,0.4125
"34A-2.c","3","4","A","2","c",6.45,NA,"",2.38,NA,"",5.37,NA,"bent",NA,NA
"34A-2.c2","3","4","A","2","c2",NA,NA,"",1.22,NA,"",2.09,NA,"",NA,NA
"34A-2.I","3","4","A","2","1",4.19,1.38297983829720,"",2.41,0.795460957111275,"curly",3.8,1.25425379129579,"",3.30066787183102,0.330066787183102
"34A-2.O","3","4","A","2","0",0.71,0.233699831839656,"",7.97,2.62336290107333,"loose shoot",3.15,1.03683728210552,"loose",3.29154692731910,0.329154692731911
"34A-2.S","3","4","A","2","S",NA,NA,"",3,0.979839909536547,"",4.53,1.47955826340019,"",3.26613303178849,0.326613303178849
"34A-3.c","3","4","A","3","c",8.53,NA,"",2.92,NA,"loose shoot",6.38,NA,"",NA,NA
"34A-3.c2","3","4","A","3","c2",NA,NA,"",3.43,NA,"",3.94,NA,"",NA,NA
"34A-3.I","3","4","A","3","1",3.56,1.12472627712773,"",4.09,1.29217148130686,"",3.24,1.02362728592524,"",3.15934347507791,0.315934347507791
"34A-3.O","3","4","A","3","0",6.82,2.26398642600109,"broke (new length = t1.1)",NA,NA,"broke",5.77,1.91542546598626,"broken (new tip)",3.31962819061744,0.331962819061744
"34A-3.W","3","4","A","3","W",NA,NA,"",3.61,1.18904301603319,"",6.12,2.01577375571278,"",3.29374796685095,0.329374796685095
"34A-4.E","3","4","A","4","E",1.17,0.389900220333141,"",6.75,2.24942434807581,"",3.39,1.12971089481141,"",3.33248051566787,0.333248051566787
"34A-4.I","3","4","A","4","1",4.71,1.6485,"",15.7,5.495,"bent",7.69,1.34575,"thin",3.5,0.35
"34A-4.O","3","4","A","4","0",5.28,2.376,"",1.42,0.639,"",5.9,2.655,"",4.5,0.45
"34A-E.I","3","4","A","E","1",NA,NA,"",NA,NA,"broken?",-0.56,NA,"curly",NA,NA
"34A-E.O","3","4","A","E","0",NA,NA,"",NA,NA,"broken?",0.28,NA,"broken?",NA,NA
"34A-N.I","3","4","A","N","1",NA,NA,"",2.44,NA,"",1.15,NA,"",NA,NA
"34A-N.O","3","4","A","N","0",NA,NA,"",1.85,NA,"",0.7,NA,"",NA,NA
"34A-S.I","3","4","A","S","1",NA,NA,"",3.09,NA,"",2.6,NA,"",NA,NA
"34A-S.O","3","4","A","S","0",NA,NA,"",-0.24,NA,"",4.53,NA,"",NA,NA
"34A-W.I","3","4","A","W","1",NA,NA,"",NA,NA,"MIA - lost in snow clearing?",1.36,NA,"",NA,NA
"34A-W.O","3","4","A","W","0",NA,NA,"",4,NA,"",6.33,NA,"",NA,NA
"34B-1.I","3","4","B","1","1",8.85,NA,"",7.58,NA,"",4.91,NA,"",NA,NA
"34B-1.N","3","4","B","1","N",7.51,NA,"wet",3.17,NA,"",2.83,NA,"",NA,NA
"34B-1.O","3","4","B","1","0",2.31,NA,"dry",-0.6,NA,"",0.81,NA,"dry + curly",NA,NA
"34B-2.c","3","4","B","2","c",1.1,NA,"dry",-0.09,NA,"",-0.21,NA,"loose, dry + curly",NA,NA
"34B-2.c2","3","4","B","2","c2",NA,NA,"",2.48,NA,"curly",2.28,NA,"",NA,NA
"34B-2.I","3","4","B","2","1",5.62,NA,"",11.17,NA,"",-2.56,NA,"",NA,NA
"34B-2.O","3","4","B","2","0",4.68,NA,"wet",1.2,NA,"",-0.74,NA,"",NA,NA
"34B-2.W","3","4","B","2","W",NA,NA,"curly",1.41,NA,"",-1.04,NA,"",NA,NA
"34B-3.c","3","4","B","3","c",7.52,NA,"wet",5.66,NA,"branched stem",3.27,NA,"2 tips",NA,NA
"34B-3.c2","3","4","B","3","c2",NA,NA,"curly",3.07,NA,"",-1.28,NA,"curly, bent",NA,NA
"34B-3.I","3","4","B","3","1",5.74,NA,"",4.59,NA,"",0.89,NA,"",NA,NA
"34B-3.O","3","4","B","3","0",5.76,NA,"wet",1.09,NA,"",3.1,NA,"",NA,NA
"34B-3.W","3","4","B","3","W",NA,NA,"",0.79,NA,"",-2.21,NA,"",NA,NA
"34B-4.I","3","4","B","4","1",7.37,NA,"",7.96,NA,"",0.32,NA,"",NA,NA
"34B-4.O","3","4","B","4","0",5.86,NA,"wet",6.75,NA,"",4.11,NA,"",NA,NA
"34B-4.S","3","4","B","4","S",2.63,NA,"dry",4.54,NA,"",-2.05,NA,"bushy top",NA,NA
"34B-E.I","3","4","B","E","1",NA,NA,"",3.5,NA,"",3.25,NA,"",NA,NA
"34B-E.O","3","4","B","E","0",NA,NA,"",3.29,NA,"dry + curly",1.64,NA,"",NA,NA
