"SampleID","Block","Time","Chamber","Frag","Pos","grow01","Prod01","notes01","grow12","Prod12","notes12","grow23","Prod23","notes23","mg.cm","mg.mm"
"54B-4.E","5","4","B","4","E",4.64,NA,"",1.38,NA,"",1.28,NA,"",NA,NA
"54B-4.I","5","4","B","4","1",5.12,NA,"",-0.69,NA,"",2.63,NA,"",NA,NA
"54B-4.O","5","4","B","4","0",9.14,NA,"",4.28,NA,"",1.75,NA,"",NA,NA
"54B-E.I","5","4","B","E","1",NA,NA,"",4.34,NA,"",2.08,NA,"",NA,NA
"54B-E.O","5","4","B","E","0",NA,NA,"",2.5,NA,"",4.72,NA,"",NA,NA
"54B-N.I","5","4","B","N","1",NA,NA,"curled",3.08,NA,"",3.6,NA,"",NA,NA
"54B-N.O","5","4","B","N","0",NA,NA,"curly, loose knot",0.07,NA,"curly",1.6,NA,"curly",NA,NA
"54B-S.I","5","4","B","S","1",NA,NA,"",2.3,NA,"",3.95,NA,"",NA,NA
"54B-S.O","5","4","B","S","0",NA,NA,"curly",1.02,NA,"",4.25,NA,"",NA,NA
"54B-W.I","5","4","B","W","1",NA,NA,"curly",2.17,NA,"",7.86,NA,"",NA,NA
"54B-W.O","5","4","B","W","0",NA,NA,"",1.25,NA,"",3.56,NA,"",NA,NA
"54C-1.I","5","4","C","1","1",5.91,1.5169,"",6.65,1.70683333333333,"",2.24,0.574933333333333,"",2.56666666666667,0.256666666666667
"54C-1.O","5","4","C","1","0",6.49,2.58518333333333,"wet",8.11,3.23048333333333,"",2.55,1.01575,"",3.98333333333333,0.398333333333333
"54C-1.W","5","4","C","1","W",4.22,1.43709934579681,"",-2.7,-0.91947114541502,"",3.25,1.10677082318475,"messy tips?",3.4054486867223,0.34054486867223
"54C-2.c","5","4","C","2","c",1.26,NA,"dry",-2.11,NA,"",1.34,NA,"",NA,NA
"54C-2.c2","5","4","C","2","c2",NA,NA,"curly",4.33,NA,"curly",2.79,NA,"",NA,NA
"54C-2.I","5","4","C","2","1",5.04,1.61600246563297,"",4.86,1.55828809186036,"",6.5,2.08413016401077,"",3.20635409847811,0.320635409847811
"54C-2.O","5","4","C","2","0",1.14,0.521675347410518,"dry",-0.94,-0.430153356636743,"loose, dry",-0.34,-0.155587384315418,"loose",4.57609953868876,0.457609953868876
"54C-2.W","5","4","C","2","W",NA,NA,"",0.85,0.303412066442141,"",2.69,0.960209951446305,"curly",3.56955372284872,0.356955372284872
"54C-3.c","5","4","C","3","c",0.76,NA,"wet + dry",-1.23,NA,"",3.07,NA,"curly",NA,NA
"54C-3.c2","5","4","C","3","c2",NA,NA,"",3.92,NA,"",6.42,NA,"curly",NA,NA
"54C-3.I","5","4","C","3","1",0.88,0.295637402912971,"",NA,NA,"lost + broken.  New Shoot",5.39,1.81077909284195,"",3.35951594219285,0.335951594219285
"54C-3.N","5","4","C","3","N",NA,NA,"",-0.6,-0.212292889589014,"",3.66,1.29498662649298,"",3.53821482648356,0.353821482648356
"54C-3.O","5","4","C","3","0",1.19,0.540403781676225,"",-1.81,-0.821958693137788,"dry, curly",1.61,0.731134528150187,"dry + curly",4.54120824938004,0.454120824938004
"54C-4.I","5","4","C","4","1",7.93,3.60815,"",6.97,3.17135,"",4.72,2.1476,"",4.55,0.455
"54C-4.O","5","4","C","4","0",-0.39,-0.179079448001033,"dry",0.86,0.394893141745867,"",-0.07,-0.0321424650258264,"",4.5917807179752,0.45917807179752
"54C-4.S","5","4","C","4","S",1.38,0.483181557902275,"wet + dry",3.44,1.20445257911871,"",3.46,1.21145521039266,"",3.50131563697301,0.350131563697301
"54C-E.I","5","4","C","E","1",NA,NA,"",2.34,NA,"",2.92,NA,"",NA,NA
"54C-E.O","5","4","C","E","0",NA,NA,"",2.03,NA,"",0.42,NA,"",NA,NA
"54C-N.I","5","4","C","N","1",NA,NA,"",1.21,NA,"",5.37,NA,"",NA,NA
"54C-N.O","5","4","C","N","0",NA,NA,"curly",2.32,NA,"",4.09,NA,"",NA,NA
"54C-S.I","5","4","C","S","1",NA,NA,"curly",4.83,NA,"",7.33,NA,"",NA,NA
"54C-S.O","5","4","C","S","0",NA,NA,"",2.84,NA,"",3.01,NA,"",NA,NA
"54C-W.I","5","4","C","W","1",NA,NA,"",2.75,NA,"",3.08,NA,"",NA,NA
"54C-W.O","5","4","C","W","0",NA,NA,"curly",2.62,NA,"",3.06,NA,"",NA,NA
"63A-1.E","6","3","A","1","E",NA,NA,"",7.2,2.44385931976161,"",5.3,1.79895199926896,"",3.39424905522446,0.339424905522446
"63A-1.I","6","3","A","1","1",NA,NA,"",8.87,3.01051739250827,"",8.2,2.78311641697495,"curly",3.39404441094506,0.339404441094506
"63A-1.O","6","3","A","1","0",NA,NA,"",4.92,1.66994819442525,"",0.48,0.162921775065878,"",3.39420364720579,0.339420364720579
"63A-2.c","6","3","A","2","c",NA,NA,"bent",3.73,NA,"",1.15,NA,"",NA,NA
"63A-2.I","6","3","A","2","1",NA,NA,"",3.18,1.07912360414901,"",2.47,0.838187201964795,"",3.39347045329877,0.339347045329877
"63A-2.O","6","3","A","2","0",NA,NA,"",3.54,1.20110691951291,"",2.89,0.980564688528904,"",3.39295739975399,0.339295739975399
"63A-2.S","6","3","A","2","S",NA,NA,"curly",6.37,2.1615652396533,"",4.23,1.43538790639458,"curly, loose",3.39335202457347,0.339335202457347
"63A-3.c","6","3","A","3","c",NA,NA,"",8.37,NA,"loose",2.09,NA,"curly",NA,NA
"63A-3.I","6","3","A","3","1",NA,NA,"",6.03,2.04656686741472,"",7.36,2.49796552971348,"",3.39397490450201,0.339397490450201
"63A-3.N","6","3","A","3","N",NA,NA,"",5.36,1.81916687506977,"",1.53,0.519277111727004,"",3.39396805050329,0.339396805050329
"63A-3.O","6","3","A","3","0",NA,NA,"",6.14,2.08418590367517,"",4.16,1.41208686633367,"",3.39443958253285,0.339443958253285
"63A-4.I","6","3","A","4","1",NA,NA,"",4.69,1.59156746635748,"",5.52,1.87323079196019,"",3.39353404340613,0.339353404340613
"63A-4.O","6","3","A","4","0",NA,NA,"",2.9,0.984019602858073,"",NA,NA,"broken",3.39317104433818,0.339317104433818
"63A-4.W","6","3","A","4","W",NA,NA,"curly",4.99,1.69317872054623,"",1.42,0.481826409454038,"",3.39314372854956,0.339314372854956
"63B-1.I","6","3","B","1","1",NA,NA,"",5.71,NA,"",1.91,NA,"",NA,NA
"63B-1.O","6","3","B","1","0",NA,NA,"",5.71,NA,"",1.96,NA,"",NA,NA
"63B-1.W","6","3","B","1","W",NA,NA,"curly",1.42,NA,"dry, curly",0.39,NA,"curly",NA,NA
"63B-2.c","6","3","B","2","c",NA,NA,"",4.13,NA,"",-0.25,NA,"",NA,NA
"63B-2.I","6","3","B","2","1",NA,NA,"",3.99,NA,"",4.46,NA,"",NA,NA
"63B-2.N","6","3","B","2","N",NA,NA,"",-0.36,NA,"",4.07,NA,"",NA,NA
"63B-2.O","6","3","B","2","0",NA,NA,"",0.41,NA,"dry",-1.2,NA,"",NA,NA
"63B-3.c","6","3","B","3","c",NA,NA,"",2.75,NA,"",2.77,NA,"",NA,NA
"63B-3.I","6","3","B","3","1",NA,NA,"",3.75,NA,"",3.9,NA,"",NA,NA
"63B-3.O","6","3","B","3","0",NA,NA,"",3.88,NA,"loose",5.8,NA,"loose",NA,NA
"63B-3.W","6","3","B","3","W",NA,NA,"curled",0.44,NA,"dry, curly",2.46,NA,"dry + curly",NA,NA
"63B-4.E","6","3","B","4","E",NA,NA,"",6.39,NA,"",7.32,NA,"",NA,NA
"63B-4.I","6","3","B","4","1",NA,NA,"",4.93,NA,"",6.36,NA,"",NA,NA
"63B-4.O","6","3","B","4","0",NA,NA,"curly",4.72,NA,"",2.97,NA,"",NA,NA
"63C-1.E","6","3","C","1","E",NA,NA,"",3.22,0.938772194525179,"",5.96,1.73760319235095,"",2.91544159790428,0.291544159790428
"63C-1.I","6","3","C","1","1",NA,NA,"",7.73,2.80161948141277,"",7.04,2.55153960532289,"",3.62434603028819,0.362434603028819
"63C-1.O","6","3","C","1","0",NA,NA,"",4.13,0.936321764625173,"",5.9,1.33760252089310,"",2.26712291676797,0.226712291676797
"63C-2.c","6","3","C","2","c",NA,NA,"",2.34,NA,"dry, curly",-0.34,NA,"dry + curly",NA,NA
"63C-2.I","6","3","C","2","1",NA,NA,"",6.11,2.21214111538273,"",2.84,1.02822925821391,"",3.62052555709122,0.362052555709122
"63C-2.N","6","3","C","2","N",NA,NA,"",3.85,1.12206072213461,"",-0.74,-0.215668814124573,"",2.91444343411586,0.291444343411586
"63C-2.O","6","3","C","2","0",NA,NA,"curly, loose",0.83,0.188053126279823,"dry, loose",NA,NA,"MIA?",2.26570031662438,0.226570031662438
"63C-3.c","6","3","C","3","c",NA,NA,"",0.05,NA,"",3.74,NA,"",NA,NA
"63C-3.I","6","3","C","3","1",NA,NA,"",3.95,1.43140436524866,"loose",8.89,3.22156577393939,"loose, curly",3.62380851961686,0.362380851961686
"63C-3.O","6","3","C","3","0",NA,NA,"curled",0.18,0.0407707182489237,"dry",0.81,0.183468232120157,"curly",2.26503990271798,0.226503990271798
"63C-3.S","6","3","C","3","S",NA,NA,"",2.26,0.658718451970832,"",2.25,0.655803768555032,"",2.91468341580014,0.291468341580014
"63C-4.I","6","3","C","4","1",NA,NA,"",7.95,2.87827850884624,"",7.35,2.66104994214086,"",3.62047611175628,0.362047611175628
"63C-4.O","6","3","C","4","0",NA,NA,"",-0.31,-0.0701719903852864,"dry",-1.67,-0.378023303043317,"dry + curly",2.26361259307376,0.226361259307376
"63C-4.W","6","3","C","4","W",NA,NA,"",0.6,0.174953589158562,"",0.01,0.0029158931526427,"dry",2.9158931526427,0.29158931526427
"64A-1.I","6","4","A","1","1",8.93,3.1255,"",7.83,2.7405,"",6.46,2.261,"",3.5,0.35
"64A-1.O","6","4","A","1","0",7.94,2.74384547082868,"",5.69,1.96630739660141,"",6.53,2.25658827764626,"",3.45572477434342,0.345572477434342
"64A-1.S","6","4","A","1","S",12.72,4.40541846478945,"",2.93,1.01477013379191,"",5.94,2.05724730195356,"",3.46337929621812,0.346337929621812
"64A-2.c","6","4","A","2","c",5.84,NA,"",3.99,NA,"",2.93,NA,"",NA,NA
"64A-2.c2","6","4","A","2","c2",NA,NA,"",3.59,NA,"",4.8,NA,"broke (3.01)",NA,NA
"64A-2.I","6","4","A","2","1",5.71,1.94849384159765,"",5.87,2.00309261824487,"",4.49,1.5321781696626,"",3.41242354045122,0.341242354045122
"64A-2.O","6","4","A","2","0",9.92,3.36932122890635,"",9.27,3.14854917257681,"",5.02,1.70503957349898,"",3.39649317430076,0.339649317430076
"64A-2.S","6","4","A","2","S",NA,NA,"",4.69,1.60003152009148,"",3.63,1.23840392706441,"",3.41158106629314,0.341158106629314
"64A-3.c","6","4","A","3","c",9.39,NA,"",4.43,NA,"",3.73,NA,"",NA,NA
"64A-3.c2","6","4","A","3","c2",NA,NA,"",3.37,NA,"",2.79,NA,"",NA,NA
"64A-3.I","6","4","A","3","1",2.44,0.832631343851424,"",6.31,2.15323925397643,"",2.41,0.8223940732303,"",3.41242354037469,0.341242354037469
"64A-3.N","6","4","A","3","N",NA,NA,"",4.52,1.53926279673016,"",2.57,0.875200306990377,"",3.40544866533221,0.340544866533221
"64A-3.O","6","4","A","3","0",2.51,0.85251978674315,"",6.45,2.1907380974077,"",NA,NA,"broken",3.3964931742755,0.33964931742755
"64A-4.I","6","4","A","4","1",9.45,3.1775625,"",NA,NA,"broken",-0.74,-0.248825,"",3.3625,0.33625
"64A-4.O","6","4","A","4","0",7.25,2.3925,"",27.71,4.57215,"bent, loose",10.13,1.67145,"bent, skinny!",3.3,0.33
"64A-4.W","6","4","A","4","W",4.3,1.46647019786699,"",7.11,2.42479142019402,"",3.67,1.25161526190043,"",3.410395808993,0.3410395808993
